mFluxThrough {--}	mPotential {--}	mFluxThrough {--}	mPotential {--}	mFluxThrough {--}	mPotential {--}	mFluxThrough {--}	mPotential {--}	mFluxThrough {--}	mPotential {--}	mFluxThrough {--}	mPotential {--}
8244.0	25.000000000008246	1006164.3633706894	399.9999999989938	1002414.3633706939	299.75856366192386	999666.7777340699	199.7918858885164	997918.8588751848	100.00000000099791	0.0	0.0
